canton,sex,age,count
SZ,Male,55,1385
SZ,Male,56,1434
SZ,Male,57,1324
SZ,Male,58,1255
SZ,Male,59,1234
SZ,Male,60,1245
SZ,Male,61,1167
SZ,Male,62,1053
SZ,Male,63,982
SZ,Male,64,1018
SZ,Male,65,944
SZ,Male,66,873
SZ,Male,67,840
SZ,Male,68,874
SZ,Male,69,817
SZ,Male,70,825
SZ,Male,71,780
SZ,Male,72,780
SZ,Male,73,702
SZ,Male,74,677
SZ,Male,75,651
SZ,Male,76,566
SZ,Male,77,547
SZ,Male,78,486
SZ,Male,79,425
SZ,Male,80,405
SZ,Male,81,408
SZ,Male,82,349
SZ,Male,83,329
SZ,Male,84,317
SZ,Male,85,258
SZ,Male,86,253
SZ,Male,87,195
SZ,Male,88,181
SZ,Male,89,146
SZ,Male,90,113
SZ,Male,91,88
SZ,Male,92,67
SZ,Male,93,59
SZ,Male,94,28
SZ,Male,95,27
SZ,Male,96,24
SZ,Male,97,16
SZ,Male,98,12
SZ,Male,99,10
SZ,Female,1,741
SZ,Female,2,774
SZ,Female,3,800
SZ,Female,4,698
SZ,Female,5,767
SZ,Female,6,779
SZ,Female,7,723
SZ,Female,8,727
SZ,Female,9,766
SZ,Female,10,751
SZ,Female,11,711
SZ,Female,12,719
SZ,Female,13,718
SZ,Female,14,696
SZ,Female,15,731
SZ,Female,16,739
SZ,Female,17,707
SZ,Female,18,808
SZ,Female,19,778
SZ,Female,20,793
SZ,Female,21,881
SZ,Female,22,906
SZ,Female,23,882
SZ,Female,24,881
SZ,Female,25,905
SZ,Female,26,882
SZ,Female,27,927
SZ,Female,28,933
SZ,Female,29,986
SZ,Female,30,991
SZ,Female,31,949
SZ,Female,32,976
SZ,Female,33,982
SZ,Female,34,1038
SZ,Female,35,994
SZ,Female,36,1039
SZ,Female,37,1012
SZ,Female,38,1041
SZ,Female,39,1082
SZ,Female,40,974
SZ,Female,41,1032
SZ,Female,42,1032
SZ,Female,43,1020
SZ,Female,44,1047
SZ,Female,45,1118
SZ,Female,46,1134
SZ,Female,47,1178
SZ,Female,48,1158
SZ,Female,49,1264
SZ,Female,50,1198
SZ,Female,51,1367
SZ,Female,52,1308
SZ,Female,53,1290
SZ,Female,54,1342
SZ,Female,55,1311
SZ,Female,56,1242
SZ,Female,57,1222
SZ,Female,58,1126
SZ,Female,59,1097
SZ,Female,60,1026
SZ,Female,61,1038
SZ,Female,62,931
SZ,Female,63,963
SZ,Female,64,853
SZ,Female,65,882
SZ,Female,66,813
SZ,Female,67,787
SZ,Female,68,842
SZ,Female,69,801
SZ,Female,70,799
SZ,Female,71,724
SZ,Female,72,742
SZ,Female,73,687
SZ,Female,74,618
SZ,Female,75,646
SZ,Female,76,575
SZ,Female,77,592
SZ,Female,78,495
SZ,Female,79,495
SZ,Female,80,452
SZ,Female,81,442
SZ,Female,82,445
SZ,Female,83,428
SZ,Female,84,425
SZ,Female,85,400
SZ,Female,86,357
SZ,Female,87,289
SZ,Female,88,258
SZ,Female,89,236
SZ,Female,90,232
SZ,Female,91,184
SZ,Female,92,142
SZ,Female,93,103
SZ,Female,94,100
SZ,Female,95,71
SZ,Female,96,37
SZ,Female,97,28
SZ,Female,98,35
SZ,Female,99,37
OW,Male,1,192
OW,Male,2,199
OW,Male,3,181
OW,Male,4,196
OW,Male,5,186
OW,Male,6,188
OW,Male,7,215
OW,Male,8,197
OW,Male,9,207
OW,Male,10,180
OW,Male,11,212
OW,Male,12,185
OW,Male,13,167
OW,Male,14,191
OW,Male,15,178
OW,Male,16,185
OW,Male,17,178
OW,Male,18,221
OW,Male,19,208
OW,Male,20,220
OW,Male,21,231
OW,Male,22,212
OW,Male,23,228
OW,Male,24,233
OW,Male,25,237
OW,Male,26,249
OW,Male,27,237
OW,Male,28,254
OW,Male,29,253
OW,Male,30,255
OW,Male,31,232
OW,Male,32,243
OW,Male,33,274
OW,Male,34,237
OW,Male,35,205
OW,Male,36,221
OW,Male,37,253
OW,Male,38,268
OW,Male,39,244
OW,Male,40,238
OW,Male,41,231
OW,Male,42,251
OW,Male,43,268
OW,Male,44,240
OW,Male,45,242
OW,Male,46,283
OW,Male,47,290
OW,Male,48,274
OW,Male,49,279
OW,Male,50,317
OW,Male,51,307
OW,Male,52,364
OW,Male,53,356
OW,Male,54,310
OW,Male,55,323
OW,Male,56,289
OW,Male,57,305
OW,Male,58,311
OW,Male,59,293
OW,Male,60,259
OW,Male,61,276
OW,Male,62,259
OW,Male,63,253
OW,Male,64,252
OW,Male,65,226
OW,Male,66,209
OW,Male,67,221
OW,Male,68,225
OW,Male,69,194
OW,Male,70,212
OW,Male,71,189
OW,Male,72,197
OW,Male,73,192
OW,Male,74,151
OW,Male,75,164
OW,Male,76,132
OW,Male,77,132
OW,Male,78,119
OW,Male,79,130
OW,Male,80,108
OW,Male,81,96
OW,Male,82,80
OW,Male,83,71
OW,Male,84,86
OW,Male,85,67
OW,Male,86,49
OW,Male,87,65
OW,Male,88,35
OW,Male,89,39
OW,Male,90,26
OW,Male,91,25
OW,Male,92,20
OW,Male,93,18
OW,Male,94,9
OW,Male,95,9
OW,Male,96,3
OW,Male,97,3
OW,Male,98,2
OW,Male,99,4
OW,Female,1,189
OW,Female,2,178
OW,Female,3,190
OW,Female,4,205
OW,Female,5,170
OW,Female,6,199
OW,Female,7,176
OW,Female,8,183
OW,Female,9,183
OW,Female,10,194
OW,Female,11,193
OW,Female,12,172
OW,Female,13,181
OW,Female,14,193
OW,Female,15,173
OW,Female,16,188
OW,Female,17,192
OW,Female,18,187
OW,Female,19,195
OW,Female,20,195
OW,Female,21,191
OW,Female,22,214
OW,Female,23,236
OW,Female,24,193
OW,Female,25,219
OW,Female,26,226
OW,Female,27,228
OW,Female,28,240
OW,Female,29,236
OW,Female,30,230
OW,Female,31,224
OW,Female,32,230
OW,Female,33,236
OW,Female,34,210
OW,Female,35,234
OW,Female,36,263
OW,Female,37,256
OW,Female,38,262
OW,Female,39,218
OW,Female,40,227
OW,Female,41,239
OW,Female,42,238
OW,Female,43,227
OW,Female,44,221
OW,Female,45,247
OW,Female,46,264
OW,Female,47,267
OW,Female,48,283
OW,Female,49,304
OW,Female,50,302
OW,Female,51,312
OW,Female,52,297
OW,Female,53,273
OW,Female,54,313
OW,Female,55,300
OW,Female,56,319
OW,Female,57,265
OW,Female,58,294
OW,Female,59,238
OW,Female,60,273
OW,Female,61,265
OW,Female,62,230
OW,Female,63,231
OW,Female,64,229
OW,Female,65,213
OW,Female,66,199
OW,Female,67,223
OW,Female,68,198
OW,Female,69,226
OW,Female,70,176
OW,Female,71,178
OW,Female,72,192
OW,Female,73,186
OW,Female,74,157
OW,Female,75,143
OW,Female,76,135
OW,Female,77,140
OW,Female,78,108
OW,Female,79,133
OW,Female,80,125
OW,Female,81,118
OW,Female,82,78
OW,Female,83,85
OW,Female,84,97
OW,Female,85,112
OW,Female,86,95
OW,Female,87,72
OW,Female,88,75
OW,Female,89,70
OW,Female,90,63
OW,Female,91,45
OW,Female,92,38
OW,Female,93,28
OW,Female,94,29
OW,Female,95,30
OW,Female,96,14
OW,Female,97,9
OW,Female,98,6
OW,Female,99,9
NW,Male,1,219
NW,Male,2,222
NW,Male,3,238
NW,Male,4,184
NW,Male,5,178
NW,Male,6,197
NW,Male,7,195
NW,Male,8,204
NW,Male,9,173
NW,Male,10,203
NW,Male,11,196
NW,Male,12,204
NW,Male,13,190
NW,Male,14,210
NW,Male,15,206
NW,Male,16,225
NW,Male,17,183
NW,Male,18,219
NW,Male,19,235
NW,Male,20,246
NW,Male,21,225
NW,Male,22,253
NW,Male,23,249
NW,Male,24,265
NW,Male,25,296
NW,Male,26,274
NW,Male,27,292
NW,Male,28,271
NW,Male,29,287
NW,Male,30,325
NW,Male,31,260
NW,Male,32,299
NW,Male,33,317
NW,Male,34,286
NW,Male,35,282
NW,Male,36,239
NW,Male,37,287
NW,Male,38,287
NW,Male,39,285
NW,Male,40,252
NW,Male,41,253
NW,Male,42,279
NW,Male,43,278
NW,Male,44,289
NW,Male,45,260
NW,Male,46,298
NW,Male,47,288
NW,Male,48,314
NW,Male,49,320
NW,Male,50,394
NW,Male,51,361
NW,Male,52,386
NW,Male,53,412
NW,Male,54,423
NW,Male,55,382
NW,Male,56,390
NW,Male,57,343
NW,Male,58,362
NW,Male,59,365
NW,Male,60,337
NW,Male,61,344
NW,Male,62,327
NW,Male,63,289
NW,Male,64,289
NW,Male,65,296
NW,Male,66,257
NW,Male,67,238
NW,Male,68,259
NW,Male,69,278
NW,Male,70,265
NW,Male,71,266
NW,Male,72,243
NW,Male,73,221
NW,Male,74,234
NW,Male,75,215
NW,Male,76,190
NW,Male,77,160
NW,Male,78,153
NW,Male,79,129
NW,Male,80,109
NW,Male,81,104
NW,Male,82,109
NW,Male,83,101
NW,Male,84,78
NW,Male,85,87
NW,Male,86,59
NW,Male,87,63
NW,Male,88,52
NW,Male,89,40
NW,Male,90,40
NW,Male,91,28
NW,Male,92,33
NW,Male,93,16
NW,Male,94,15
NW,Male,95,7
NW,Male,96,10
NW,Male,97,2
NW,Male,98,1
NW,Male,99,7
NW,Female,1,197
NW,Female,2,166
NW,Female,3,191
NW,Female,4,179
NW,Female,5,209
NW,Female,6,188
NW,Female,7,181
NW,Female,8,187
NW,Female,9,181
NW,Female,10,195
NW,Female,11,176
NW,Female,12,188
NW,Female,13,192
NW,Female,14,176
NW,Female,15,189
NW,Female,16,170
NW,Female,17,181
NW,Female,18,210
NW,Female,19,183
NW,Female,20,202
NW,Female,21,228
NW,Female,22,210
NW,Female,23,224
NW,Female,24,237
NW,Female,25,237
NW,Female,26,283
NW,Female,27,240
NW,Female,28,273
NW,Female,29,253
NW,Female,30,257
NW,Female,31,250
NW,Female,32,246
NW,Female,33,256
NW,Female,34,254
NW,Female,35,261
NW,Female,36,263
NW,Female,37,281
NW,Female,38,267
NW,Female,39,253
NW,Female,40,259
NW,Female,41,266
NW,Female,42,259
NW,Female,43,254
NW,Female,44,297
NW,Female,45,269
NW,Female,46,299
NW,Female,47,338
NW,Female,48,303
NW,Female,49,341
NW,Female,50,345
NW,Female,51,379
NW,Female,52,365
NW,Female,53,357
NW,Female,54,366
NW,Female,55,317
NW,Female,56,349
NW,Female,57,360
NW,Female,58,329
NW,Female,59,335
NW,Female,60,297
NW,Female,61,283
NW,Female,62,284
NW,Female,63,247
NW,Female,64,268
NW,Female,65,271
NW,Female,66,244
NW,Female,67,245
NW,Female,68,270
NW,Female,69,229
NW,Female,70,252
NW,Female,71,256
NW,Female,72,222
NW,Female,73,221
NW,Female,74,248
NW,Female,75,194
NW,Female,76,198
NW,Female,77,178
NW,Female,78,158
NW,Female,79,139
NW,Female,80,135
NW,Female,81,122
NW,Female,82,150
NW,Female,83,134
NW,Female,84,96
NW,Female,85,111
NW,Female,86,88
NW,Female,87,80
NW,Female,88,76
NW,Female,89,69
NW,Female,90,60
NW,Female,91,49
NW,Female,92,56
NW,Female,93,28
NW,Female,94,27
NW,Female,95,21
NW,Female,96,13
NW,Female,97,23
NW,Female,98,11
NW,Female,99,9
GL,Male,1,190
GL,Male,2,205
GL,Male,3,210
GL,Male,4,206
GL,Male,5,212
GL,Male,6,182
GL,Male,7,200
GL,Male,8,181
GL,Male,9,170
GL,Male,10,182
GL,Male,11,214
GL,Male,12,197
GL,Male,13,196
GL,Male,14,166
GL,Male,15,210
GL,Male,16,183
GL,Male,17,218
GL,Male,18,211
GL,Male,19,210
GL,Male,20,253
GL,Male,21,259
GL,Male,22,254
GL,Male,23,239
GL,Male,24,281
GL,Male,25,265
GL,Male,26,268
GL,Male,27,299
GL,Male,28,267
GL,Male,29,302
GL,Male,30,318
GL,Male,31,266
GL,Male,32,274
GL,Male,33,274
GL,Male,34,318
GL,Male,35,309
GL,Male,36,289
GL,Male,37,274
GL,Male,38,291
GL,Male,39,257
GL,Male,40,266
GL,Male,41,259
GL,Male,42,228
GL,Male,43,251
GL,Male,44,246
GL,Male,45,269
GL,Male,46,274
GL,Male,47,273
GL,Male,48,290
GL,Male,49,283
GL,Male,50,304
GL,Male,51,294
GL,Male,52,304
GL,Male,53,347
GL,Male,54,332
GL,Male,55,327
GL,Male,56,335
GL,Male,57,317
GL,Male,58,288
GL,Male,59,299
GL,Male,60,313
GL,Male,61,276
GL,Male,62,294
GL,Male,63,287
GL,Male,64,291
GL,Male,65,233
GL,Male,66,269
GL,Male,67,238
GL,Male,68,215
GL,Male,69,226
GL,Male,70,252
GL,Male,71,205
GL,Male,72,194
GL,Male,73,182
GL,Male,74,179
GL,Male,75,171
GL,Male,76,157
GL,Male,77,156
GL,Male,78,125
GL,Male,79,137
GL,Male,80,113
GL,Male,81,99
GL,Male,82,113
GL,Male,83,86
GL,Male,84,86
GL,Male,85,69
GL,Male,86,75
GL,Male,87,64
GL,Male,88,51
GL,Male,89,40
GL,Male,90,16
GL,Male,91,33
GL,Male,92,21
GL,Male,93,20
GL,Male,94,17
GL,Male,95,16
GL,Male,96,8
GL,Male,97,5
GL,Male,98,3
GL,Male,99,2
GL,Female,1,190
GL,Female,2,206
GL,Female,3,204
GL,Female,4,183
GL,Female,5,191
GL,Female,6,190
GL,Female,7,178
GL,Female,8,178
GL,Female,9,192
GL,Female,10,189
GL,Female,11,171
GL,Female,12,191
GL,Female,13,182
GL,Female,14,188
GL,Female,15,183
GL,Female,16,178
GL,Female,17,174
GL,Female,18,206
GL,Female,19,184
GL,Female,20,207
GL,Female,21,214
GL,Female,22,235
GL,Female,23,217
GL,Female,24,265
GL,Female,25,235
GL,Female,26,249
GL,Female,27,236
GL,Female,28,244
GL,Female,29,264
GL,Female,30,256
GL,Female,31,270
GL,Female,32,262
GL,Female,33,262
GL,Female,34,238
GL,Female,35,275
GL,Female,36,248
GL,Female,37,271
GL,Female,38,261
GL,Female,39,232
GL,Female,40,238
GL,Female,41,234
GL,Female,42,226
GL,Female,43,255
GL,Female,44,246
GL,Female,45,247
GL,Female,46,250
GL,Female,47,247
GL,Female,48,261
GL,Female,49,270
GL,Female,50,290
GL,Female,51,294
GL,Female,52,311
GL,Female,53,331
GL,Female,54,336
GL,Female,55,309
GL,Female,56,342
GL,Female,57,285
GL,Female,58,308
GL,Female,59,307
GL,Female,60,285
GL,Female,61,274
GL,Female,62,234
GL,Female,63,251
GL,Female,64,237
GL,Female,65,245
GL,Female,66,224
GL,Female,67,244
GL,Female,68,226
GL,Female,69,249
GL,Female,70,197
GL,Female,71,181
GL,Female,72,215
GL,Female,73,195
GL,Female,74,209
GL,Female,75,176
GL,Female,76,187
GL,Female,77,174
GL,Female,78,138
GL,Female,79,135
GL,Female,80,151
GL,Female,81,133
GL,Female,82,148
GL,Female,83,120
GL,Female,84,116
GL,Female,85,123
GL,Female,86,111
GL,Female,87,116
GL,Female,88,97
GL,Female,89,76
GL,Female,90,78
GL,Female,91,68
GL,Female,92,53
GL,Female,93,49
GL,Female,94,41
GL,Female,95,26
GL,Female,96,15
GL,Female,97,20
GL,Female,98,5
GL,Female,99,18
ZG,Male,1,632
ZG,Male,2,706
ZG,Male,3,680
ZG,Male,4,701
ZG,Male,5,647
ZG,Male,6,636
ZG,Male,7,647
ZG,Male,8,678
ZG,Male,9,658
ZG,Male,10,638
ZG,Male,11,637
ZG,Male,12,679
ZG,Male,13,602
ZG,Male,14,670
ZG,Male,15,653
ZG,Male,16,600
ZG,Male,17,642
ZG,Male,18,680
ZG,Male,19,635
ZG,Male,20,620
ZG,Male,21,648
ZG,Male,22,647
ZG,Male,23,646
ZG,Male,24,680
ZG,Male,25,684
ZG,Male,26,700
ZG,Male,27,747
ZG,Male,28,784
ZG,Male,29,858
ZG,Male,30,841
ZG,Male,31,822
ZG,Male,32,921
ZG,Male,33,853
ZG,Male,34,911
ZG,Male,35,923
ZG,Male,36,934
ZG,Male,37,955
ZG,Male,38,976
ZG,Male,39,938
ZG,Male,40,917
ZG,Male,41,900
ZG,Male,42,970
ZG,Male,43,890
ZG,Male,44,943
ZG,Male,45,967
ZG,Male,46,1040
ZG,Male,47,1083
ZG,Male,48,1051
ZG,Male,49,1126
ZG,Male,50,1139
ZG,Male,51,1089
ZG,Male,52,1211
ZG,Male,53,1153
ZG,Male,54,1141
ZG,Male,55,1098
ZG,Male,56,1028
ZG,Male,57,1024
ZG,Male,58,981
ZG,Male,59,900
ZG,Male,60,885
ZG,Male,61,830
ZG,Male,62,730
ZG,Male,63,755
ZG,Male,64,720
ZG,Male,65,659
ZG,Male,66,620
ZG,Male,67,575
ZG,Male,68,615
ZG,Male,69,591
ZG,Male,70,537
ZG,Male,71,557
ZG,Male,72,556
ZG,Male,73,554
ZG,Male,74,525
ZG,Male,75,482
ZG,Male,76,442
ZG,Male,77,481
ZG,Male,78,396
ZG,Male,79,357
ZG,Male,80,314
ZG,Male,81,267
ZG,Male,82,259
ZG,Male,83,268
ZG,Male,84,223
ZG,Male,85,167
ZG,Male,86,162
ZG,Male,87,161
ZG,Male,88,131
ZG,Male,89,97
ZG,Male,90,98
ZG,Male,91,75
ZG,Male,92,60
ZG,Male,93,33
ZG,Male,94,26
ZG,Male,95,25
ZG,Male,96,7
ZG,Male,97,7
ZG,Male,98,0
ZG,Male,99,3
ZG,Female,1,627
ZG,Female,2,680
ZG,Female,3,641
ZG,Female,4,641
ZG,Female,5,636
ZG,Female,6,608
ZG,Female,7,597
ZG,Female,8,639
ZG,Female,9,629
ZG,Female,10,640
ZG,Female,11,615
ZG,Female,12,633
ZG,Female,13,618
ZG,Female,14,553
ZG,Female,15,626
ZG,Female,16,559
ZG,Female,17,594
ZG,Female,18,655
ZG,Female,19,571
ZG,Female,20,566
ZG,Female,21,602
ZG,Female,22,570
ZG,Female,23,602
ZG,Female,24,638
ZG,Female,25,620
ZG,Female,26,711
ZG,Female,27,718
ZG,Female,28,744
ZG,Female,29,767
ZG,Female,30,798
ZG,Female,31,853
ZG,Female,32,896
ZG,Female,33,827
ZG,Female,34,906
ZG,Female,35,891
ZG,Female,36,939
ZG,Female,37,907
ZG,Female,38,916
ZG,Female,39,882
ZG,Female,40,873
ZG,Female,41,920
ZG,Female,42,956
ZG,Female,43,914
ZG,Female,44,958
ZG,Female,45,990
ZG,Female,46,955
ZG,Female,47,1022
ZG,Female,48,983
ZG,Female,49,1061
ZG,Female,50,1022
ZG,Female,51,1021
ZG,Female,52,1015
ZG,Female,53,1007
ZG,Female,54,1047
ZG,Female,55,1074
ZG,Female,56,896
ZG,Female,57,893
ZG,Female,58,899
ZG,Female,59,859
ZG,Female,60,737
ZG,Female,61,779
ZG,Female,62,698
ZG,Female,63,673
ZG,Female,64,690
ZG,Female,65,660
ZG,Female,66,654
ZG,Female,67,576
ZG,Female,68,596
ZG,Female,69,583
ZG,Female,70,591
ZG,Female,71,626
ZG,Female,72,587
ZG,Female,73,558
ZG,Female,74,536
ZG,Female,75,503
ZG,Female,76,483
ZG,Female,77,470
ZG,Female,78,424
ZG,Female,79,414
ZG,Female,80,405
ZG,Female,81,387
ZG,Female,82,359
ZG,Female,83,333
ZG,Female,84,320
ZG,Female,85,301
ZG,Female,86,234
ZG,Female,87,217
ZG,Female,88,220
ZG,Female,89,206
ZG,Female,90,171
ZG,Female,91,135
ZG,Female,92,103
ZG,Female,93,85
ZG,Female,94,70
ZG,Female,95,56
ZG,Female,96,28
ZG,Female,97,20
ZG,Female,98,16
ZG,Female,99,27
FR,Male,1,1740
FR,Male,2,1833
FR,Male,3,1816
FR,Male,4,1819
FR,Male,5,1799
FR,Male,6,1822
FR,Male,7,1788
FR,Male,8,1853
FR,Male,9,1836
FR,Male,10,1856
FR,Male,11,1781
FR,Male,12,1775
FR,Male,13,1754
FR,Male,14,1756
FR,Male,15,1776
FR,Male,16,1766
FR,Male,17,1825
FR,Male,18,1941
FR,Male,19,1927
FR,Male,20,1984
FR,Male,21,2076
FR,Male,22,2104
FR,Male,23,2063
FR,Male,24,2158
FR,Male,25,2143
FR,Male,26,2220
FR,Male,27,2250
FR,Male,28,2297
FR,Male,29,2189
FR,Male,30,2251
FR,Male,31,2171
FR,Male,32,2179
FR,Male,33,2225
FR,Male,34,2188
FR,Male,35,2191
FR,Male,36,2214
FR,Male,37,2194
FR,Male,38,2215
FR,Male,39,2140
FR,Male,40,2147
FR,Male,41,2192
FR,Male,42,2136
FR,Male,43,2180
FR,Male,44,2279
FR,Male,45,2280
FR,Male,46,2397
FR,Male,47,2347
FR,Male,48,2466
FR,Male,49,2460
FR,Male,50,2459
FR,Male,51,2509
FR,Male,52,2587
FR,Male,53,2581
FR,Male,54,2581
FR,Male,55,2477
FR,Male,56,2343
FR,Male,57,2273
FR,Male,58,2214
FR,Male,59,2002
FR,Male,60,2024
FR,Male,61,1994
FR,Male,62,1790
FR,Male,63,1728
FR,Male,64,1609
FR,Male,65,1514
FR,Male,66,1502
FR,Male,67,1490
FR,Male,68,1497
FR,Male,69,1370
FR,Male,70,1420
FR,Male,71,1380
FR,Male,72,1336
FR,Male,73,1253
FR,Male,74,1184
FR,Male,75,1123
FR,Male,76,1061
FR,Male,77,926
FR,Male,78,797
FR,Male,79,724
FR,Male,80,674
FR,Male,81,642
FR,Male,82,595
FR,Male,83,506
FR,Male,84,471
FR,Male,85,435
FR,Male,86,404
FR,Male,87,351
FR,Male,88,252
FR,Male,89,211
FR,Male,90,192
FR,Male,91,152
FR,Male,92,130
FR,Male,93,100
FR,Male,94,75
FR,Male,95,51
FR,Male,96,33
FR,Male,97,24
FR,Male,98,11
FR,Male,99,18
FR,Female,1,1636
FR,Female,2,1699
FR,Female,3,1663
FR,Female,4,1724
FR,Female,5,1565
FR,Female,6,1620
FR,Female,7,1764
FR,Female,8,1769
FR,Female,9,1760
FR,Female,10,1694
FR,Female,11,1731
FR,Female,12,1723
FR,Female,13,1681
FR,Female,14,1720
FR,Female,15,1745
FR,Female,16,1661
FR,Female,17,1767
FR,Female,18,1809
FR,Female,19,1770
FR,Female,20,1842
FR,Female,21,1912
FR,Female,22,1969
FR,Female,23,2092
FR,Female,24,1972
FR,Female,25,2074
FR,Female,26,2158
FR,Female,27,2182
FR,Female,28,2180
FR,Female,29,2172
FR,Female,30,2175
FR,Female,31,2064
FR,Female,32,2134
FR,Female,33,2118
FR,Female,34,2161
FR,Female,35,2129
FR,Female,36,2160
FR,Female,37,2176
FR,Female,38,2187
FR,Female,39,2163
FR,Female,40,2054
FR,Female,41,2168
FR,Female,42,2145
FR,Female,43,2099
FR,Female,44,2224
FR,Female,45,2330
FR,Female,46,2356
FR,Female,47,2401
FR,Female,48,2340
FR,Female,49,2479
FR,Female,50,2527
FR,Female,51,2501
FR,Female,52,2479
FR,Female,53,2482
FR,Female,54,2467
FR,Female,55,2373
FR,Female,56,2216
FR,Female,57,2252
FR,Female,58,2055
FR,Female,59,1982
FR,Female,60,1928
FR,Female,61,1770
